,adminRights,controllables,controllers,dcomRights,members,membership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,isaclprotected,lastseen,name,objectid,samaccountname,whencreated,psRemoteRights,rdpRights,sessions,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,control_risk,system_tags,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,members_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,members_controllables_mean,users_mean-group_control,users_mean-group_control_norm,control_risk_norm,control_risk_norm_100,control_risk_100
425,0.0,0.0,217.0,0.0,30.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=JA-JAIMES200-DISTLIST1,OU=DEVICES,OU=HRE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,JA-JAIMES200-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4004,JA-jaimes200-distlist1,1742159258.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],247.0,,,,0.0,0.49885057471264366,0.0,0.011556240369799691,1.0,0.0,0.0,36.73684210526316,36.73684210526316,0.9893302764586763,2.4997370915411197,0.224392519963477,0.13575307230637323
426,0.0,0.0,386.0,0.0,33.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AS-DIN-DISTLIST1,OU=SERVICEACCOUNTS,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,AS-DIN-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4005,AS-din-distlist1,1742159258.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],419.0,,,,0.0,0.8873563218390804,0.0,0.012711864406779662,1.0,0.0,0.0,601.0909090909091,601.0909090909091,0.8313978849577345,2.7314660712035943,0.24519400739628958,0.23028557609866557
427,0.0,0.0,248.0,0.0,101.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CO-ALBERTO20-DISTLIST1,OU=DEVICES,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,CO-ALBERTO20-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4006,CO-alberto20-distlist1,1742159258.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],349.0,,,,0.0,0.5701149425287356,0.0,0.038906009244992296,1.0,0.0,0.0,300.2,300.2,0.9156010893528725,2.5246220411266007,0.22662635349963003,0.19181304548552333
428,0.0,0.0,221.0,0.0,37.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=GA-GRA-ADMINGROUP1,OU=HRE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,GA-GRA-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4007,GA-gra-admingroup1,1742159259.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],258.0,,,,0.0,0.5080459770114942,0.0,0.014252696456086287,1.0,0.0,0.0,425.5833333333333,425.5833333333333,0.8805130287786643,2.402811702246245,0.21569187203297435,0.14179875568843847
429,0.0,0.0,221.0,0.0,76.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AL-SANDOKANY-DISTLIST1,OU=GOO,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,AL-SANDOKANY-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4008,AL-sandokany-distlist1,1742159259.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],297.0,,,,0.0,0.5080459770114942,0.0,0.029275808936825885,1.0,0.0,0.0,,,0.0,1.5373217859483201,0.13799991635561248,0.16323345131576053
430,0.0,0.0,220.0,0.0,31.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=SI-17MAYO199-ADMINGROUP1,OU=TEST,OU=TST,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,SI-17MAYO199-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4009,SI-17mayo199-admingroup1,1742159259.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],251.0,,,,0.0,0.5057471264367817,0.0,0.011941448382126348,1.0,0.0,0.0,798.047619047619,798.047619047619,0.7762802805223408,2.293968855341249,0.20592143626208553,0.13795150262712425
431,0.0,21.0,272.0,0.0,45.0,11.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=JA-130-DISTLIST1,OU=ITS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,JA-130-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4010,JA-130-distlist1,1742159259.0,0.0,0.0,0.0,False,10.0,14.0,"                                   label       kind  \
id                                                    
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
1816            6372101301SA@MYLAB.LOCAL       User   
2602          STEWART_THOMAS@MYLAB.LOCAL       User   
3274        JA-130-DISTLIST1@MYLAB.LOCAL      Group   
477            JENNA_HARDING@MYLAB.LOCAL       User   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
883   DA-BARBATRON-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1816  S-1-5-21-1333368235-828418111-1849936505-2469       False   
2602  S-1-5-21-1333368235-828418111-1849936505-3290       False   
3274  S-1-5-21-1333368235-828418111-1849936505-4010       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
883   S-1-5-21-1333368235-828418111-1849936505-4019       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1816          False        2025-03-16T21:35:40.117Z  
2602          False        2025-03-16T21:35:40.117Z  
3274          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
883           False        2025-03-16T21:35:40.428Z  ","   source target       label        kind                        lastSeen
0    3274    883    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1     883   1816  GenericAll  GenericAll  2025-03-16T21:35:34.829357333Z
2    1816    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
3     870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
4     477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
5     883   2602  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
6    2602    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
7     872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
8    1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
9     872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
10   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
11    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
12    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
13    870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2469'
 'S-1-5-21-1333368235-828418111-1849936505-3290'
 'S-1-5-21-1333368235-828418111-1849936505-4010'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4019']",362.0,,,,0.005879059350503919,0.6252873563218391,0.4666666666666667,0.017334360554699536,1.0,10.0,0.01394700139470014,507.3448275862069,486.3448275862069,0.863509150079282,2.992623594367691,0.26863719065284675,0.19895794402796405
432,0.0,0.0,221.0,0.0,71.0,2.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LU-101-DISTLIST1,OU=GOO,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,LU-101-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4011,LU-101-distlist1,1742159260.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],292.0,,,,0.0,0.5080459770114942,0.0,0.027349768875192602,1.0,0.0,0.0,1269.061224489796,1269.061224489796,0.644468870826491,2.1798646167131777,0.19567870404400192,0.1604854134148218
434,0.0,0.0,244.0,0.0,51.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=HA-241193PAO-DISTLIST1,OU=SERVICEACCOUNTS,OU=FSR,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,HA-241193PAO-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4013,HA-241193pao-distlist1,1742159260.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],295.0,,,,0.0,0.5609195402298851,0.0,0.019645608628659477,1.0,0.0,0.0,,,0.0,1.5805651488585446,0.14188171944920827,0.16213423615538505
435,0.0,0.0,219.0,0.0,21.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=GE-BD7-DISTLIST1,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,GE-BD7-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4014,GE-bd7-distlist1,1742159261.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],240.0,,,,0.0,0.503448275862069,0.0,0.008089368258859784,1.0,0.0,0.0,467.0,467.0,0.8689227282965551,2.3804603724174838,0.21368547254329104,0.13190581924505904
436,0.0,0.0,218.0,0.0,60.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=FI-YANIRA180-DISTLIST1,OU=T1-PERMISSIONS,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,FI-YANIRA180-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4015,FI-yanira180-distlist1,1742159261.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],278.0,,,,0.0,0.5011494252873563,0.0,0.023112480739599383,1.0,0.0,0.0,,,0.0,1.5242619060269558,0.13682757732208292,0.15279090729219338
437,0.0,0.0,241.0,0.0,171.0,8.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AL-LANUSCAMP-DISTLIST1,OU=GROUPS,OU=AZR,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,AL-LANUSCAMP-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4016,AL-lanuscamp-distlist1,1742159261.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],412.0,,,,0.0,0.5540229885057472,0.0,0.06587057010785824,1.0,0.0,0.0,328.1709401709402,328.1709401709402,0.9077735255376219,2.5276670841512274,0.22689969619635017,0.2264383230373513
438,0.0,0.0,218.0,0.0,30.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=GA-400-ADMINGROUP1,OU=GROUPS,OU=HRE,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,GA-400-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4017,GA-400-admingroup1,1742159261.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],248.0,,,,0.0,0.5011494252873563,0.0,0.011556240369799691,1.0,0.0,0.0,61.23076923076923,61.23076923076923,0.9824757418420607,2.4951814074992167,0.22398357238823832,0.136302679886561
439,0.0,0.0,242.0,0.0,27.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AL-WATISWRON-DISTLIST1,OU=DEVICES,OU=TST,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,AL-WATISWRON-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4018,AL-watiswron-distlist1,1742159262.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],269.0,,,,0.0,0.5563218390804597,0.0,0.010400616332819723,1.0,0.0,0.0,,,0.0,1.5667224554132795,0.14063911002609092,0.14784443907050365
440,0.0,21.0,219.0,0.0,71.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=DA-BARBATRON-DISTLIST1,OU=TIER 2,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,DA-BARBATRON-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4019,DA-barbatron-distlist1,1742159262.0,0.0,0.0,0.0,False,9.0,13.0,"                                   label       kind  \
id                                                    
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
1816            6372101301SA@MYLAB.LOCAL       User   
2602          STEWART_THOMAS@MYLAB.LOCAL       User   
477            JENNA_HARDING@MYLAB.LOCAL       User   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
883   DA-BARBATRON-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1816  S-1-5-21-1333368235-828418111-1849936505-2469       False   
2602  S-1-5-21-1333368235-828418111-1849936505-3290       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
883   S-1-5-21-1333368235-828418111-1849936505-4019       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1816          False        2025-03-16T21:35:40.117Z  
2602          False        2025-03-16T21:35:40.117Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
883           False        2025-03-16T21:35:40.428Z  ","   source target       label        kind                        lastSeen
0     883   1816  GenericAll  GenericAll  2025-03-16T21:35:34.829357333Z
1    1816    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2     870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
3    1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
4     883   2602  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
5    2602    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6     872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
7     477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
8     870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
9     870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
10   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
11    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
12    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2469'
 'S-1-5-21-1333368235-828418111-1849936505-3290'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4019']",348.0,,,,0.005879059350503919,0.503448275862069,0.43333333333333335,0.027349768875192602,1.0,24.0,0.03347280334728033,348.21276595744683,327.21276595744683,0.9080416670357772,2.9115249078041563,0.261357249612127,0.1912634379053356
441,0.0,0.0,386.0,0.0,22.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MI-FAP-DISTLIST1,OU=TEST,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,MI-FAP-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4020,MI-fap-distlist1,1742159262.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],408.0,,,,0.0,0.8873563218390804,0.0,0.00847457627118644,1.0,0.0,0.0,535.0714285714286,535.0714285714286,0.8498731916030512,2.745704089713318,0.24647210374629966,0.22423989271660033
442,0.0,0.0,221.0,0.0,50.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=PA-265-DISTLIST1,OU=GROUPS,OU=HRE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,PA-265-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4021,PA-265-distlist1,1742159263.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],271.0,,,,0.0,0.5080459770114942,0.0,0.01926040061633282,1.0,0.0,0.0,496.46153846153845,496.46153846153845,0.8606780260808341,2.387984403708661,0.21436087810791002,0.14894365423087913
443,0.0,106.0,220.0,0.0,69.0,8.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=TA-CHAPARRIT-DISTLIST1,OU=T0-SERVERS,OU=TIER 0,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,TA-CHAPARRIT-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4022,TA-chaparrit-distlist1,1742159263.0,0.0,0.0,0.0,False,16.0,30.0,"                                   label       kind  \
id                                                    
10            BDEWWKS1000000.MYLAB.LOCAL   Computer   
1002                   USERS@MYLAB.LOCAL  Container   
1003      HO-TAT-ADMINGROUP1@MYLAB.LOCAL      Group   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
19           GOOWSECS1000001.MYLAB.LOCAL   Computer   
3024        TH-TUM-DISTLIST1@MYLAB.LOCAL      Group   
3286  TA-CHAPARRIT-DISTLIST1@MYLAB.LOCAL      Group   
477            JENNA_HARDING@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
871   MA-VACACIONE-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
896   CH-2.29316E1-DISTLIST1@MYLAB.LOCAL      Group   
95           ESMWCTRX1000000.MYLAB.LOCAL   Computer   

                                           objectId  isTierZero  \
id                                                                
10    S-1-5-21-1333368235-828418111-1849936505-4101       False   
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1003  S-1-5-21-1333368235-828418111-1849936505-3710       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
19    S-1-5-21-1333368235-828418111-1849936505-4111       False   
3024  S-1-5-21-1333368235-828418111-1849936505-3787       False   
3286  S-1-5-21-1333368235-828418111-1849936505-4022       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
871   S-1-5-21-1333368235-828418111-1849936505-3890       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
896   S-1-5-21-1333368235-828418111-1849936505-4032       False   
95    S-1-5-21-1333368235-828418111-1849936505-4186       False   

      isOwnedObject                        lastSeen  
id                                                   
10            False  2025-03-16T21:35:30.314409114Z  
1002          False        2025-03-16T21:35:40.053Z  
1003          False  2025-03-16T21:35:36.886857315Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
19            False        2025-03-16T21:35:40.395Z  
3024          False        2025-03-16T21:35:40.097Z  
3286          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
871           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
896           False        2025-03-16T21:35:40.428Z  
95            False        2025-03-16T21:35:40.395Z  ","   source target       label        kind                        lastSeen
0    3286   1003    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    1003     95  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
2      95    872  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
3     872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
4    1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
5     872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
6    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
7      95     19  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
8      19   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
9    3286   3024    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
10   3024    896    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
11    896    869  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
12    869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
13   1003     10  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
14     10    869    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
15    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
16    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
17     19    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
18     95    877  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
19    877   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
20     95    871  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
21    871   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
22    871   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
23    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
24    871    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
25     95    870  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
26    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
27    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
28     95    869  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
29    870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z","['S-1-5-21-1333368235-828418111-1849936505-4101'
 '643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3710'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-4111'
 'S-1-5-21-1333368235-828418111-1849936505-3787'
 'S-1-5-21-1333368235-828418111-1849936505-4022'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3890'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-4032'
 'S-1-5-21-1333368235-828418111-1849936505-4186']",441.0,,,,0.02967525195968645,0.5057471264367817,1.0,0.026579352850539292,1.0,16.0,0.022315202231520222,394.13513513513516,288.13513513513516,0.9189773970162888,3.5032943304948163,0.31447828879830125,0.24237694286279596
444,0.0,0.0,218.0,0.0,19.0,6.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=OM-YULISDAYA-ADMINGROUP1,OU=SEC,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,OM-YULISDAYA-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4023,OM-yulisdaya-admingroup1,1742159263.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],237.0,,,,0.0,0.5011494252873563,0.0,0.007318952234206471,1.0,0.0,0.0,56.75,56.75,0.9837296684845299,2.4921980460060924,0.2237157666235163,0.1302569965044958
445,0.0,0.0,218.0,0.0,69.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=ED-CESAR1984-DISTLIST1,OU=GROUPS,OU=BDE,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.428Z,ED-CESAR1984-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-4024,ED-cesar1984-distlist1,1742159263.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],287.0,,,,0.0,0.5011494252873563,0.0,0.026579352850539292,1.0,0.0,0.0,451.425,451.425,0.8732813342525032,2.4010101123903986,0.21553014971063014,0.1577373755138831
